text,label,flag_words_strict,explanation
"පුවත් ආයතන කීප දෙනෙක් සතියකට වරක් වගේ අවධානය අඩු වගේ අඩුපාඩු පේන්න පුළුවන්, එහෙම කියලා හැමෝම නෑ.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔයා කියන දේ අහන්නත් අමාරුයි. ඇත්තටම අන්ධ හැසිරීම. නවත්තන්න! ඒකයි.,HATE,නවත්ත,Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
"පොලිස් නිලධාරීන් ඇතැම් පසුගිය කාලේදී අසමතුලිත වගේ අඩුපාඩු පේන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
මිනිස්සු කියන විදියට පුවත් ආයතන පිටරටවලින් මුදල් ගන්නවා. සාක්ෂි දාලා නැහැ.,DISINFO,,"Disinfo label, but explicit disinfo markers were not detected by rules (consider manual review)."
ඔයාලා බොහොම හරිම අප්පිරියයි නේද? නවත්තන්න! ඒකයි.,HATE,"අප්පිරිය, නවත්ත",Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
එයාලා වැඩේ හදවතින්ම වැඩකට නැහැ. සමාජය අවුල් කරනවා. නවත්තන්න! ඒකයි.,HATE,නවත්ත,Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
පොලිස් නිලධාරීන් කාලෙකට කාලෙට පක්ෂපාති වගේ ප්‍රශ්න ඇති වෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කණ්ඩායම් නායකයෝ අදාල තත්ත්වය අනුව වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
ඔය ටීම් එක කියන දේ අහන්නත් අමාරුයි. සහමුලින්ම බොරුව. වගකීම ගන්න! නෙමෙයිද?,HATE,"බොරු, වගකීම ගන්න",Matched hate/harassment lexicon (insults/commands/threat markers).
"පුවත් ආයතන පසුගිය කාලේදී වැඩි පාරදර්ශිතාව වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"පුවත් ආයතන අවස්ථා කිහිපයකදී වැඩි වගකීම වැඩි කළ යුතුයි, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
වෛද්‍යවරුන් වෙන වෙන වෙලාවට අවධානය අඩු වගේ වගේ හැඟෙන්න පුළුවන්. නමුත් බහුතරය එහෙම නෙවෙයි.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කාර්ය මණ්ඩලය කිහිපදෙනෙක් අදාල තත්ත්වය අනුව අතිශය සරල වගේ වගේ හැඟෙන්න පුළුවන්, ඒත් හැමෝම එහෙම නෙවෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"කතාවක් යනවා වෘත්තීයවේදීන් ලෙඩක් හදාගෙන මිනිස්සු බය කරනවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
එයාලා වැඩේ හරිම බොරුව. සමාජය අවුල් කරනවා. කඩිනම්ව වෙනස් වෙන්න! හරිද?,HATE,"බොරු, වෙනස් වෙන්න",Matched hate/harassment lexicon (insults/commands/threat markers).
"අහලා තියෙනවා ටික්ටොක්කර්ලා පිටරටවලින් මුදල් ගන්නවා කියලා, මමත් තහවුරු කරලා නැහැ.",DISINFO,තහවුරු,Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"යූටියුබර්ලා රහසේ මොකක්හරි කරනවා ගොඩක් අය කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහස, රහසේ, පරීක්ෂා කරලා",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
පොලිස් නිලධාරීන් සතියකට වරක් වගේ අසමතුලිත වගේ වගේ හැඟෙන්න පුළුවන්. හැබැයි හැමෝම ඒකට අයිති නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"වෛද්‍යවරුන් මේ දවස්වල වැඩි තහවුරු කරලා කියන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
සමාජ මාධ්‍ය පරිශීලකයන් ගැන පිටරටවලින් මුදල් ගන්නවා ඇතුලේ කෙනෙක් කියනවා. ඒක සත්‍යද කියලා තහවුරු කරගන්න ඕන.,DISINFO,"ඇතුලේ කෙනෙක්, ඇතුලේ, තහවුරු",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
"පොලිස් නිලධාරීන් වෙන වෙන වෙලාවට වැඩි නිවැරදි කිරීමක් (correction) දාන්න ඕන, ඒකෙන් විශ්වාසය වැඩි වෙයි.",NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"බ්ලොග් ලියන අය රහසේ මොකක්හරි කරනවා ඇතුලේ කෙනෙක් කියනවා, නමුත් පරීක්ෂා කරලා නැහැ.",DISINFO,"රහස, රහසේ, ඇතුලේ කෙනෙක්, ඇතුලේ, පරීක්ෂා කරලා",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔය ටීම් එක කියන දේ අහන්නත් අමාරුයි. ඇත්තටම අසාර්ථකයි. නවත්තන්න! හරිද?,HATE,නවත්ත,Harassing/commanding language Matched hate/harassment lexicon (insults/commands/threat markers).
දේශපාලකයන් ගැන කතා කරනකොට සාක්ෂි/දත්ත බලන්න ඕන. එහෙම කියලා හැමෝම නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
"ටික්ටොක්කර්ලා ඇතුලේ කෙනෙක් කියනවා ප්‍රතිඵල අගය වෙනස් කරලා ජයගන්නවා, ඒකට හොඳ සාක්ෂි නෑ.",DISINFO,"ඇතුලේ කෙනෙක්, ඇතුලේ",Insider-source claim Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
ඔයා කියන දේ අහන්නත් අමාරුයි. බොහොම වැඩකට නැහැ. වගකීම ගන්න! දැන් බලන්න.,HATE,වගකීම ගන්න,Matched hate/harassment lexicon (insults/commands/threat markers).
මිනිස්සු කියන විදියට වෘත්තීයවේදීන් බේරාගන්න නීති රහසේ වෙනස් කරනවා. සාක්ෂි දාලා නැහැ.,DISINFO,"රහස, රහසේ",Matched disinformation-style lexicon (secret/insider/leak/virality/certainty markers).
වෘත්තීයවේදීන් ඇතැම් අවස්ථාවල අවධානය අඩු වගේ පෙනෙන්න පුළුවන්. ඒත් හැමෝම එකම විදිය නෑ.,NORMAL,,Neutral/benign wording; no strong hate or disinfo markers detected.
